haX,haY,haZ,hgX,hgY,hgZ,hmX,hmY,hmZ,aaX,aaY,aaZ,agX,agY,agZ,amX,amY,amZ,angle
0.09,-0.75,0.41,-19.10,0.67,9.34,312.48,272.28,72.28,-0.05,-0.03,0.95,-11.41,6.53,3.85,-126.00,-76.31,-97.48,135
0.10,-0.76,0.40,-23.44,-1.46,9.52,303.35,274.11,74.04,-0.02,-0.10,0.95,-13.61,6.16,7.02,-126.00,-62.11,-94.06,135
0.07,-0.81,0.34,-20.87,3.42,9.09,303.35,270.45,63.47,-0.05,-0.15,0.99,-12.02,4.33,7.75,-126.00,-58.56,-90.64,135
-0.01,-0.84,0.30,-24.78,-1.34,6.65,310.65,285.07,56.41,-0.05,-0.20,0.92,-13.92,5.68,-2.32,-110.03,-53.24,-99.19,135
0.01,-0.85,0.24,-24.66,2.50,3.91,321.62,281.42,63.47,-0.03,-0.25,0.97,-4.33,-4.70,2.38,-117.13,-67.44,-85.51,135
0.02,-0.85,0.16,-17.52,4.33,1.53,299.69,274.11,42.31,-0.06,-0.27,0.97,-2.75,3.60,-3.23,-110.03,-53.24,-92.35,135
0.05,-0.87,0.14,-9.03,4.76,3.05,307.00,277.76,49.36,-0.05,-0.30,0.97,0.55,1.65,0.49,-111.80,-65.66,-87.22,135
0.03,-0.86,0.17,-1.59,1.34,-1.16,299.69,288.73,59.94,-0.09,-0.26,0.88,6.35,-2.99,2.50,-127.78,-49.69,-99.19,135
0.01,-0.84,0.12,-2.20,-1.77,3.17,301.52,286.90,58.18,-0.06,-0.27,0.95,18.49,-4.03,8.18,-122.45,-69.21,-90.64,135
0.03,-0.86,0.15,15.75,-6.10,0.67,310.65,281.42,56.41,-0.08,-0.24,0.93,21.00,-2.56,6.41,-117.13,-53.24,-82.09,135
0.04,-0.82,0.21,15.14,-5.00,1.71,314.31,281.42,63.47,-0.06,-0.19,0.93,25.27,-5.98,8.36,-124.23,-60.34,-95.77,135
0.04,-0.79,0.23,20.32,-7.14,1.04,317.96,274.11,59.94,-0.05,-0.15,0.96,35.34,-10.44,12.63,-133.10,-62.11,-90.64,135
0.04,-0.78,0.22,34.85,-4.15,3.60,307.00,274.11,42.31,-0.10,-0.08,0.99,40.95,3.60,2.62,-106.48,-49.69,-88.93,135
0.05,-0.76,0.39,45.29,-1.40,3.36,316.14,268.62,58.18,-0.08,0.00,0.94,45.90,1.89,2.01,-117.13,-56.79,-82.09,135
0.03,-0.70,0.48,40.10,-0.06,1.89,328.93,288.73,66.99,-0.10,0.05,0.98,40.47,-7.69,1.89,-118.90,-51.47,-73.54,135
0.04,-0.66,0.49,29.79,-0.49,-5.49,330.76,294.21,72.28,-0.03,0.08,1.00,40.10,-10.86,0.49,-131.33,-53.24,-64.99,135
-0.01,-0.63,0.51,37.54,-0.61,-7.39,323.45,294.21,82.86,-0.03,0.14,0.98,55.66,-14.40,6.23,-134.87,-67.44,-82.09,135
0.08,-0.58,0.54,43.21,-7.39,-9.40,323.45,283.24,93.44,-0.02,0.26,0.91,59.88,-6.04,-2.26,-145.52,-67.44,-82.09,135
0.13,-0.51,0.60,45.47,4.03,-9.28,334.41,275.93,89.91,-0.03,0.37,0.95,55.85,12.02,-3.78,-154.40,-58.56,-94.06,135
0.09,-0.41,0.79,63.11,0.79,-4.88,312.48,272.28,118.12,-0.10,0.46,0.78,47.79,11.60,-3.30,-159.72,-56.79,-78.67,135
0.11,-0.39,0.78,27.47,-0.79,0.24,314.31,270.45,137.51,-0.11,0.52,0.90,51.39,0.31,6.41,-182.79,-62.11,-87.22,135
0.11,-0.27,0.76,41.14,-8.79,3.17,299.69,270.45,133.98,-0.03,0.56,0.76,38.88,11.66,4.58,-170.37,-63.89,-82.09,135
0.04,-0.24,0.79,31.25,-4.58,3.17,312.48,268.62,149.85,-0.09,0.61,0.75,46.02,1.53,7.87,-179.24,-58.56,-87.22,135
0.06,-0.19,0.81,36.07,-5.13,2.26,303.35,252.18,137.51,-0.11,0.65,0.75,39.61,4.46,1.53,-175.69,-72.76,-83.80,135
0.09,-0.14,0.83,33.75,3.85,3.54,299.69,259.49,155.14,-0.08,0.70,0.76,33.87,2.93,2.32,-198.76,-70.99,-88.93,135
0.10,-0.08,0.86,21.61,2.38,2.75,286.90,254.01,171.01,-0.09,0.72,0.70,21.12,4.21,1.10,-179.24,-47.92,-83.80,135
0.08,-0.03,0.82,12.76,0.73,0.37,294.21,261.32,171.01,-0.11,0.75,0.63,25.76,2.69,3.60,-182.79,-65.66,-83.80,135
0.04,0.00,0.79,19.41,0.79,4.64,290.55,254.01,163.95,-0.08,0.75,0.64,33.45,1.83,3.60,-200.54,-65.66,-73.54,135
-0.02,-0.00,0.84,28.26,5.25,2.32,299.69,241.21,169.24,-0.11,0.80,0.62,33.94,-4.27,0.31,-193.44,-58.56,-94.06,135
0.03,0.08,0.84,20.63,-5.86,-6.04,272.28,250.35,199.21,-0.08,0.84,0.52,32.17,4.09,-1.65,-191.66,-60.34,-85.51,135
-0.00,0.11,0.85,21.55,8.18,2.20,268.62,250.35,188.64,-0.11,0.86,0.57,35.10,1.77,4.70,-209.41,-56.79,-102.61,135
0.00,0.10,0.85,21.12,2.01,3.11,270.45,255.83,208.03,-0.06,0.83,0.55,19.96,0.79,-9.89,-205.86,-56.79,-82.09,135
0.03,0.15,0.83,7.45,12.63,-8.06,254.01,246.70,199.21,-0.15,0.85,0.57,20.02,-11.47,4.03,-220.06,-56.79,-85.51,135
0.06,0.16,0.76,11.90,-13.79,-10.01,244.87,248.52,186.87,-0.05,0.85,0.47,30.27,-6.71,3.78,-221.83,-65.66,-100.90,135
0.05,0.21,0.81,24.17,1.71,-1.34,243.04,228.42,206.27,-0.09,0.92,0.46,34.24,0.55,-2.32,-212.96,-53.24,-109.46,135
0.05,0.26,0.85,24.90,1.10,-3.78,235.73,239.39,188.64,-0.07,0.95,0.41,33.75,-2.87,4.39,-227.16,-53.24,-102.61,135
0.06,0.31,0.79,18.01,-1.46,0.61,228.42,232.08,209.79,-0.12,0.96,0.41,31.19,2.50,1.22,-234.26,-53.24,-106.03,135
0.08,0.35,0.77,29.54,-4.70,2.81,208.32,230.25,218.61,-0.07,0.98,0.32,41.14,-0.43,8.73,-230.71,-63.89,-119.72,135
0.09,0.41,0.78,33.87,2.26,10.19,204.67,226.60,208.03,-0.13,0.99,0.21,35.03,18.80,-0.61,-236.03,-58.56,-107.75,135
-0.03,0.39,0.80,25.82,5.68,6.77,211.98,226.60,211.55,-0.13,0.95,0.20,32.41,-3.23,5.80,-234.26,-60.34,-112.88,135
0.15,0.44,0.72,18.01,-6.41,7.45,208.32,233.90,211.55,-0.11,1.03,0.16,16.66,18.25,-3.91,-228.93,-55.01,-107.75,135
-0.00,0.50,0.83,6.53,11.60,6.29,210.15,232.08,216.84,-0.13,0.98,0.15,11.72,-1.65,6.59,-218.28,-55.01,-87.22,135
0.02,0.42,0.64,-0.24,-4.76,-1.65,211.98,237.56,222.13,-0.09,1.00,0.18,8.54,5.55,-7.32,-241.35,-67.44,-112.88,135
0.06,0.50,0.82,4.76,5.74,-3.11,193.70,226.60,225.66,-0.16,1.07,0.13,-8.67,3.91,-6.59,-218.28,-51.47,-118.01,135
-0.05,0.46,0.85,-26.86,2.01,-2.56,208.32,230.25,222.13,-0.08,0.94,0.30,-19.10,-19.47,3.66,-230.71,-53.24,-106.03,135
0.06,0.38,0.68,-25.82,-3.54,-6.71,222.94,237.56,211.55,-0.08,0.94,0.33,-21.61,-5.31,1.53,-211.19,-62.11,-111.17,135
0.02,0.32,0.81,-27.34,-5.62,-5.00,237.56,241.21,229.18,-0.14,0.90,0.36,-19.53,-16.48,10.19,-225.38,-51.47,-107.75,135
0.10,0.32,0.66,-30.94,-17.40,2.01,237.56,237.56,208.03,-0.18,0.91,0.45,-20.32,-2.81,9.40,-218.28,-51.47,-100.90,135
0.03,0.29,0.87,-13.85,-2.56,5.19,248.52,233.90,204.50,-0.10,0.90,0.42,-20.87,-5.00,12.45,-211.19,-62.11,-90.64,135
-0.01,0.20,0.85,-28.75,4.82,3.30,261.32,235.73,206.27,-0.16,0.94,0.57,-19.23,-9.77,-2.99,-198.76,-60.34,-88.93,135
0.09,0.28,0.81,-24.96,-12.39,-7.93,252.18,233.90,186.87,-0.03,0.88,0.40,-9.77,-11.47,9.46,-204.09,-55.01,-97.48,135
0.14,0.20,0.70,-11.47,-4.39,2.20,279.59,243.04,192.16,-0.09,0.85,0.47,-2.20,0.06,0.85,-191.66,-70.99,-88.93,135
0.11,0.17,0.81,-3.91,-10.31,-0.12,268.62,264.97,199.21,-0.06,0.87,0.45,5.49,-11.29,10.07,-200.54,-55.01,-104.32,135
0.16,0.16,0.77,-0.55,-16.05,-0.24,274.11,248.52,183.35,-0.03,0.82,0.56,3.17,-10.50,14.34,-193.44,-65.66,-104.32,135
0.14,0.10,0.85,-4.76,-21.61,-2.08,279.59,239.39,174.53,0.03,0.85,0.54,-3.60,-19.04,14.77,-193.44,-69.21,-111.17,135
0.26,0.14,0.84,-18.13,-32.17,-2.56,266.80,241.21,148.09,0.10,0.81,0.55,-16.54,-24.60,28.02,-166.82,-70.99,-119.72,135
0.32,0.10,0.73,-17.33,-32.41,1.34,286.90,235.73,128.70,0.09,0.81,0.57,-9.28,-10.44,21.12,-161.49,-79.86,-138.53,135
0.31,0.07,0.88,-12.88,-32.17,3.85,283.24,239.39,118.12,0.27,0.75,0.55,-6.16,-20.32,34.00,-159.72,-67.44,-123.14,135
0.40,0.02,0.74,-15.08,-31.86,0.67,290.55,232.08,93.44,0.26,0.74,0.62,4.27,-21.97,37.78,-104.71,-79.86,-128.27,135
0.44,-0.02,0.82,-11.11,-42.54,4.82,294.21,243.04,54.65,0.29,0.74,0.64,-3.78,-25.45,39.06,-104.71,-65.66,-141.95,135
0.47,-0.02,0.73,-13.31,-44.80,10.25,301.52,272.28,33.50,0.33,0.66,0.65,-9.89,-19.90,37.60,-81.63,-74.54,-157.34,135
0.47,-0.05,0.76,-17.52,-49.26,-0.06,292.38,270.45,0.00,0.46,0.64,0.52,-8.61,-28.14,39.86,-62.11,-55.01,-169.31,135
0.58,-0.11,0.65,-22.40,-41.20,-0.12,292.38,288.73,-24.68,0.55,0.56,0.65,-4.33,-25.76,30.40,-49.69,-46.14,-198.39,135
0.77,-0.10,0.58,-10.74,-38.88,0.00,292.38,292.38,-52.89,0.64,0.49,0.60,-0.67,-14.59,28.93,-21.30,-42.59,-218.91,135
0.76,-0.18,0.52,-8.00,-16.78,5.62,292.38,303.35,-52.89,0.54,0.52,0.64,6.35,-3.60,23.25,-23.07,-44.37,-210.36,135
0.80,-0.15,0.61,0.92,-29.48,10.50,294.21,316.14,-75.81,0.65,0.45,0.53,6.53,-5.43,32.96,-23.07,-37.27,-213.78,135
0.77,-0.20,0.47,-3.42,-24.17,17.09,316.14,319.79,-86.38,0.58,0.41,0.56,14.83,-2.44,36.93,8.87,-40.82,-206.94,135
0.74,-0.23,0.46,5.07,-31.07,16.36,307.00,354.51,-105.78,0.67,0.40,0.60,7.87,-8.67,34.30,33.72,-19.52,-220.62,135
0.82,-0.24,0.51,2.50,-26.86,11.84,321.62,372.79,-123.41,0.64,0.42,0.60,3.23,-8.36,29.36,49.69,0.00,-212.07,135
0.81,-0.23,0.43,-16.24,-32.47,14.53,330.76,381.92,-132.22,0.69,0.29,0.58,4.70,-10.38,38.33,51.47,8.87,-224.04,135
0.86,-0.28,0.28,-3.36,-35.03,14.95,319.79,414.82,-142.80,0.82,0.24,0.54,14.04,-10.31,33.69,70.99,24.85,-215.49,135
0.85,-0.30,0.31,2.81,-24.41,12.21,332.58,412.99,-158.67,0.77,0.22,0.59,8.73,-13.67,26.43,78.09,49.69,-239.43,135
0.89,-0.31,0.28,-1.89,-35.34,4.88,343.55,416.64,-158.67,0.84,0.14,0.49,9.64,-14.89,23.44,85.18,56.79,-236.01,135
0.94,-0.32,0.19,-3.54,-20.75,0.92,347.20,449.54,-172.77,0.76,0.16,0.61,1.34,-16.60,19.04,115.35,69.21,-230.88,135
1.00,-0.33,0.22,-2.44,-30.46,-7.32,330.76,465.98,-185.11,0.92,0.11,0.40,-0.61,-23.38,21.97,104.71,72.76,-234.30,135
0.94,-0.32,0.11,-21.73,-17.88,-5.00,327.10,462.33,-199.21,0.84,0.10,0.52,-0.98,-23.62,15.56,111.80,94.06,-247.98,135
0.93,-0.34,0.05,-4.82,-28.69,-14.28,308.83,487.91,-206.27,0.93,0.07,0.43,14.34,-36.87,18.62,122.45,104.71,-268.51,135
1.01,-0.26,0.03,-13.73,-16.72,-11.96,317.96,500.70,-197.45,0.76,0.07,0.39,-10.62,-12.70,0.98,108.25,111.80,-258.25,135
0.96,-0.27,-0.01,-11.17,-20.94,-10.80,297.86,506.18,-227.42,0.96,0.00,0.36,12.21,-42.05,17.76,122.45,126.00,-271.93,135
1.01,-0.28,-0.10,-3.72,-23.93,-19.53,301.52,498.87,-230.95,0.95,-0.01,0.26,8.06,-27.71,3.23,120.68,134.87,-283.90,135
1.07,-0.19,-0.14,-2.75,-8.24,-13.49,299.69,518.98,-222.13,0.97,-0.01,0.27,16.42,-12.51,8.18,129.55,140.20,-275.35,135
1.05,-0.20,-0.11,14.47,-7.69,-7.02,299.69,522.63,-232.71,0.90,0.05,0.19,27.95,-4.76,-0.43,126.00,154.40,-275.35,135
1.05,-0.14,-0.05,12.15,10.01,8.97,301.52,506.18,-220.37,0.90,0.01,0.23,-0.06,13.37,1.04,131.33,149.07,-270.22,135
0.94,-0.26,-0.08,-11.29,11.17,0.43,310.65,508.01,-218.61,0.95,0.09,0.38,6.90,-10.19,-16.66,136.65,150.85,-261.67,135
1.16,-0.14,-0.06,7.93,1.34,-15.75,307.00,511.67,-211.55,1.06,-0.01,0.11,15.08,9.40,-12.08,127.78,138.42,-259.96,135
1.04,-0.21,-0.08,-5.00,44.07,5.49,294.21,495.22,-206.27,0.88,0.13,0.41,5.80,11.41,-24.41,111.80,133.10,-265.09,135
1.04,-0.16,0.03,1.59,24.41,-5.37,308.83,480.60,-199.21,0.89,0.13,0.31,-1.10,10.50,-17.15,106.48,99.38,-249.70,135
0.96,-0.19,0.07,-10.50,27.40,-5.55,297.86,473.29,-216.84,0.82,0.24,0.43,-0.12,3.05,-25.21,94.06,90.51,-261.67,135
1.01,-0.13,0.17,3.17,21.55,-11.96,301.52,447.71,-199.21,0.93,0.25,0.30,11.72,10.80,-18.98,83.41,83.41,-268.51,135
1.00,-0.16,0.18,3.23,40.22,-1.40,299.69,438.57,-183.35,0.88,0.31,0.45,10.07,22.46,-37.23,81.63,56.79,-239.43,135
0.98,-0.18,0.26,13.43,43.03,-2.01,307.00,391.06,-165.72,0.86,0.33,0.39,22.03,10.68,-32.10,62.11,33.72,-251.41,135
1.01,-0.13,0.29,11.60,37.23,1.16,305.17,385.58,-142.80,0.79,0.39,0.44,15.26,23.86,-34.24,53.24,14.20,-212.07,135
0.90,-0.13,0.37,18.25,46.08,7.69,310.65,372.79,-141.04,0.70,0.46,0.44,25.15,34.79,-20.39,37.27,-12.42,-200.10,135
0.80,-0.14,0.46,17.94,36.50,24.29,317.96,361.82,-112.83,0.65,0.50,0.47,15.38,44.25,-18.86,47.92,-15.97,-183.00,135
0.71,-0.17,0.55,11.47,24.84,19.23,332.58,343.55,-105.78,0.71,0.52,0.54,18.80,9.40,-8.48,26.62,-30.17,-172.73,135
0.85,-0.14,0.54,2.93,-0.98,-8.79,349.03,341.72,-86.38,0.64,0.53,0.54,8.54,1.95,-3.72,19.52,-12.42,-186.42,135
0.87,-0.15,0.44,6.04,-0.12,2.62,336.24,343.55,-98.73,0.64,0.54,0.49,7.20,17.46,-10.86,23.07,-40.82,-162.47,135
0.81,-0.10,0.55,10.38,18.92,7.14,339.89,321.62,-70.52,0.59,0.54,0.52,10.19,16.54,-10.19,19.52,-37.27,-155.63,135
0.75,-0.14,0.51,5.92,24.60,12.51,349.03,338.07,-65.23,0.53,0.52,0.62,11.78,19.47,-9.34,15.97,-40.82,-152.21,135
0.70,-0.17,0.58,10.25,21.73,12.21,354.51,332.58,-63.47,0.59,0.56,0.67,12.08,12.02,-5.68,12.42,-37.27,-128.27,135
0.70,-0.15,0.66,8.85,12.15,6.90,347.20,317.96,-45.84,0.61,0.57,0.54,12.76,15.93,-1.89,-1.77,-26.62,-118.01,135
0.66,-0.16,0.61,-1.53,10.86,16.17,369.13,332.58,-31.73,0.39,0.63,0.65,10.50,11.96,0.92,-3.55,-35.49,-129.98,135
0.68,-0.11,0.63,10.25,-9.40,9.28,376.44,328.93,-21.16,0.49,0.55,0.58,-0.49,-3.85,-2.56,15.97,-15.97,-104.32,135
0.59,-0.19,0.61,-5.68,7.08,-7.39,365.48,321.62,-28.21,0.34,0.58,0.74,-1.04,-19.23,-13.92,-8.87,-44.37,-111.17,135
0.63,-0.13,0.59,-0.43,-21.67,-27.95,363.65,327.10,-37.02,0.51,0.57,0.47,8.18,-29.60,-0.73,-8.87,-30.17,-145.37,135
0.65,-0.09,0.69,0.18,-17.58,-30.82,347.20,325.27,-45.84,0.65,0.55,0.49,24.41,-17.03,20.14,7.10,-21.30,-147.08,135
0.67,-0.19,0.60,6.53,-11.60,-8.18,338.07,327.10,-51.13,0.62,0.52,0.59,26.92,-10.62,16.54,14.20,-21.30,-147.08,135
0.73,-0.12,0.48,2.44,-29.42,-6.47,354.51,347.20,-77.57,0.50,0.52,0.44,16.11,-0.24,21.97,17.75,-24.85,-147.08,135
0.68,-0.13,0.53,2.99,-21.79,5.49,369.13,339.89,-63.47,0.56,0.50,0.54,5.74,-4.39,20.14,30.17,-15.97,-141.95,135
0.71,-0.11,0.52,0.37,-14.65,-2.69,372.79,347.20,-70.52,0.69,0.65,0.47,25.27,-10.01,5.31,37.27,-12.42,-135.11,135
0.96,0.08,0.57,21.91,-10.80,-6.23,376.44,350.86,-81.10,0.79,0.69,0.34,8.54,12.08,0.98,40.82,-5.32,-131.69,135
0.84,0.04,0.58,4.76,10.93,9.03,378.27,356.34,-72.28,0.81,0.67,0.62,36.80,-13.67,15.93,19.52,-8.87,-128.27,135
0.87,0.00,0.57,38.88,-18.49,-0.18,391.06,369.13,-81.10,0.69,0.65,0.33,35.64,13.79,5.98,42.59,-3.55,-109.46,135
0.82,0.06,0.56,15.69,5.68,17.21,411.16,381.92,-75.81,0.67,0.57,0.47,32.10,25.02,3.54,56.79,-3.55,-99.19,135
0.76,-0.01,0.51,35.40,10.74,10.68,409.33,387.40,-66.99,0.54,0.57,0.35,44.19,14.10,3.78,37.27,-1.77,-90.64,135
0.68,-0.04,0.58,24.41,-4.09,-1.89,414.82,378.27,-40.55,0.72,0.63,0.39,39.43,-14.16,-2.08,23.07,1.77,-76.96,135
0.85,0.08,0.58,28.69,-14.10,-19.41,405.68,372.79,-45.84,0.79,0.68,0.15,18.25,-1.83,-15.32,26.62,5.32,-63.28,135
0.82,0.09,0.61,-11.05,14.77,-4.46,414.82,374.61,-29.97,0.53,0.71,0.45,0.61,-14.47,5.49,35.49,-3.55,-78.67,135
0.83,0.12,0.50,-11.11,-20.63,5.00,400.20,381.92,-26.44,0.58,0.62,0.35,-19.10,-0.24,11.90,49.69,14.20,-88.93,135
0.77,0.06,0.51,-25.45,-4.27,21.30,392.89,385.58,-54.65,0.50,0.61,0.46,-22.77,7.63,4.46,55.01,19.52,-90.64,135
0.73,-0.01,0.53,-24.41,-12.70,14.71,400.20,381.92,-51.13,0.57,0.49,0.41,-14.22,-13.55,30.03,55.01,26.62,-118.01,135
0.71,-0.07,0.40,-31.07,-30.27,6.65,398.37,391.06,-88.15,0.77,0.51,0.49,-10.07,-12.08,22.52,60.34,31.94,-119.72,135
0.85,-0.06,0.44,-7.57,-15.20,5.92,389.23,411.16,-86.38,0.67,0.47,0.44,10.01,-3.91,22.34,92.28,35.49,-136.82,135
0.69,-0.17,0.43,-6.53,-9.34,20.94,381.92,407.51,-96.96,0.71,0.44,0.53,7.69,14.65,9.95,104.71,40.82,-145.37,135
0.81,-0.23,0.48,3.36,-2.14,27.95,405.68,416.64,-95.20,0.91,0.39,0.57,33.69,-3.42,34.97,106.48,56.79,-150.50,135
0.92,-0.24,0.37,5.62,-19.53,23.19,400.20,447.71,-104.01,0.91,0.32,0.60,8.73,13.37,-7.75,113.58,78.09,-123.14,135
0.86,-0.18,0.38,-2.62,5.92,1.46,405.68,456.85,-119.88,0.90,0.31,0.42,8.73,-8.48,-1.10,134.87,78.09,-116.30,135
0.96,-0.15,0.26,-15.93,8.67,-2.62,407.51,444.05,-125.17,0.74,0.29,0.43,-5.37,16.60,-13.61,124.23,63.89,-126.56,135
0.86,-0.19,0.19,-5.68,15.56,8.67,416.64,434.92,-123.41,0.68,0.28,0.43,-2.56,13.67,-18.01,118.90,72.76,-131.69,135
0.86,-0.18,0.30,-8.73,22.16,-0.37,394.71,420.30,-116.35,0.72,0.42,0.56,-2.44,17.82,-31.25,102.93,28.39,-123.14,135
0.84,-0.22,0.48,13.31,31.43,-9.34,396.54,407.51,-107.54,0.59,0.48,0.65,1.77,-12.33,-19.23,72.76,33.72,-118.01,135
0.89,-0.17,0.54,-7.81,-3.23,-25.39,394.71,402.02,-91.67,0.64,0.50,0.57,-0.85,-4.46,-10.25,79.86,37.27,-131.69,135
0.85,-0.16,0.48,4.52,15.63,-6.65,392.89,392.89,-100.49,0.64,0.46,0.59,1.95,11.41,-12.57,62.11,15.97,-121.43,135
0.73,-0.18,0.53,3.23,26.43,0.49,380.10,376.44,-84.62,0.59,0.51,0.60,11.23,13.06,-11.05,60.34,14.20,-112.88,135
0.71,-0.18,0.55,9.09,19.90,-1.04,378.27,374.61,-72.28,0.54,0.56,0.60,12.63,14.28,-20.26,35.49,7.10,-112.88,135
0.66,-0.16,0.61,8.61,25.82,0.06,391.06,369.13,-66.99,0.55,0.58,0.63,19.84,13.67,-20.26,42.59,-10.65,-109.46,135
0.63,-0.15,0.61,15.69,29.17,-2.99,391.06,361.82,-38.78,0.51,0.60,0.61,24.54,19.53,-26.49,23.07,-5.32,-83.80,135
0.59,-0.14,0.63,9.40,33.63,-0.61,381.92,345.37,-15.87,0.33,0.67,0.74,21.00,17.94,-25.45,7.10,-10.65,-88.93,135
0.48,-0.10,0.78,20.02,25.94,-4.09,376.44,358.17,-17.63,0.36,0.70,0.63,21.61,10.31,-25.21,0.00,-31.94,-75.25,135
0.48,-0.08,0.77,11.05,29.11,-5.49,380.10,343.55,17.63,0.22,0.75,0.70,14.65,11.05,-24.54,-15.97,-33.72,-70.12,135
0.48,-0.04,0.79,11.60,25.57,-3.42,385.58,330.76,29.97,0.23,0.73,0.61,10.80,13.00,-27.22,-17.75,-39.04,-61.57,135
0.42,-0.03,0.76,3.85,24.90,-6.29,381.92,341.72,51.13,0.24,0.77,0.60,18.68,4.94,-23.01,-26.62,-37.27,-59.86,135
0.45,0.02,0.82,13.85,27.71,-6.47,381.92,334.41,61.70,0.20,0.80,0.66,6.53,12.51,-23.25,-46.14,-42.59,-51.31,135
0.41,0.02,0.80,-0.49,29.79,3.85,376.44,336.24,81.10,0.19,0.77,0.62,9.34,20.26,-14.28,-67.44,-39.04,-30.78,135
0.28,0.02,0.83,11.29,32.71,4.39,385.58,323.45,89.91,0.07,0.82,0.63,9.34,21.00,-15.81,-69.21,-40.82,-32.49,135
0.19,0.02,0.85,9.34,26.92,1.77,389.23,312.48,107.54,-0.03,0.83,0.59,14.71,9.03,-17.88,-86.96,-44.37,-18.81,135
0.17,0.07,0.83,7.02,19.59,-2.38,383.75,332.58,116.35,-0.07,0.81,0.59,6.65,12.57,-24.90,-90.51,-44.37,-18.81,135
0.10,0.04,0.80,2.69,24.78,-3.30,391.06,317.96,144.56,0.02,0.79,0.56,18.98,14.47,-25.76,-99.38,-46.14,-20.52,135
0.11,0.05,0.79,16.42,34.55,-6.10,381.92,316.14,142.80,-0.16,0.81,0.48,12.57,21.36,-24.54,-120.68,-24.85,6.84,135
0.02,0.08,0.78,-3.78,24.41,-0.18,372.79,339.89,169.24,-0.19,0.77,0.56,14.53,-0.37,-2.32,-113.58,-31.94,3.42,135
0.03,0.09,0.74,1.65,3.30,0.43,380.10,321.62,172.77,-0.21,0.73,0.55,-1.95,-2.20,6.96,-127.78,-24.85,6.84,135
-0.03,0.06,0.72,-7.45,-12.63,-0.43,385.58,327.10,163.95,-0.12,0.77,0.53,4.03,-27.77,22.77,-110.03,-21.30,6.84,135
0.07,0.08,0.79,-1.10,-28.14,-5.74,381.92,327.10,156.90,-0.06,0.84,0.59,3.54,-24.84,30.15,-99.38,-24.85,-3.42,135
0.16,0.07,0.85,-4.33,-38.51,3.85,391.06,328.93,133.98,0.04,0.81,0.62,-1.65,-20.39,39.31,-94.06,-44.37,-25.65,135
0.20,0.03,0.84,-7.75,-42.85,10.01,392.89,327.10,121.64,0.13,0.78,0.61,-1.83,-21.73,42.85,-69.21,-37.27,-32.49,135
0.26,0.01,0.83,-13.92,-40.10,10.74,378.27,334.41,93.44,0.15,0.77,0.71,-4.82,-20.32,37.90,-31.94,-31.94,-30.78,135
0.31,-0.01,0.82,-12.02,-42.36,7.75,407.51,327.10,79.33,0.25,0.75,0.54,-5.19,-15.81,36.62,-37.27,-30.17,-49.60,135
0.33,-0.04,0.78,-16.66,-32.53,9.58,389.23,349.03,47.60,0.22,0.72,0.65,0.55,-16.60,30.64,-23.07,-23.07,-59.86,135
0.38,-0.08,0.73,-9.28,-32.53,6.59,389.23,345.37,47.60,0.26,0.70,0.66,-0.79,-13.00,20.75,-1.77,-23.07,-66.70,135
0.45,-0.08,0.73,-7.87,-28.26,3.85,402.02,339.89,21.16,0.42,0.68,0.65,2.87,-20.20,20.45,-3.55,-21.30,-71.83,135
0.54,-0.08,0.73,-4.88,-23.25,0.49,398.37,347.20,-3.53,0.43,0.63,0.69,-0.18,-22.46,21.42,19.52,-19.52,-80.38,135
0.59,-0.11,0.67,-11.05,-24.35,-0.43,392.89,352.68,5.29,0.50,0.58,0.75,-1.59,-25.57,22.58,23.07,-1.77,-80.38,135
0.62,-0.13,0.67,-10.99,-24.54,-0.37,396.54,359.99,-12.34,0.61,0.54,0.68,-5.55,-15.08,14.28,42.59,-3.55,-95.77,135
0.64,-0.16,0.60,-14.53,-6.65,-0.37,387.40,369.13,-42.31,0.62,0.55,0.63,-6.71,-9.64,-2.75,44.37,-12.42,-104.32,135
0.62,-0.15,0.65,-15.75,-0.55,-9.83,398.37,376.44,-42.31,0.57,0.55,0.61,-14.28,-26.00,-9.28,31.94,-7.10,-129.98,135
0.64,-0.15,0.63,-28.56,-9.40,-31.25,361.82,354.51,-70.52,0.50,0.56,0.74,-12.94,-45.29,0.18,21.30,-21.30,-147.08,135
0.79,-0.16,0.50,-17.40,-37.90,-35.95,350.86,343.55,-59.94,0.69,0.47,0.68,18.68,-26.55,7.02,23.07,-1.77,-148.79,135
0.74,-0.21,0.54,25.27,-7.32,-23.68,345.37,363.65,-82.86,0.71,0.59,0.44,33.57,-6.96,-1.16,39.04,-10.65,-150.50,135
0.69,-0.09,0.73,13.98,4.15,-5.74,330.76,370.96,-68.76,0.55,0.56,0.59,0.18,-8.48,7.63,19.52,-19.52,-159.05,135
0.65,-0.16,0.60,-29.54,-9.95,-8.97,345.37,367.30,-82.86,0.56,0.60,0.59,-14.40,-7.08,-9.40,37.27,1.77,-169.31,135
0.85,-0.10,0.59,-19.84,-12.21,-4.88,330.76,367.30,-86.38,0.55,0.53,0.48,-9.89,26.79,4.64,31.94,-14.20,-181.29,135
0.70,-0.22,0.51,-14.28,20.08,32.41,339.89,350.86,-88.15,0.46,0.54,0.56,2.14,45.35,-8.97,17.75,-14.20,-164.18,135
