haX,haY,haZ,hgX,hgY,hgZ,hmX,hmY,hmZ,aaX,aaY,aaZ,agX,agY,agZ,amX,amY,amZ,angle
-0.74,-0.20,0.44,15.50,-62.87,-58.72,266.80,822.32,-169.24,-0.73,0.67,-0.40,21.42,8.00,78.61,-85.18,475.61,30.78,45
-0.51,-0.23,0.51,17.09,-59.39,-51.94,296.04,836.94,-151.61,-0.77,0.78,-0.26,-14.53,-23.01,18.62,-108.25,484.48,22.23,45
-0.55,-0.33,0.50,-30.64,1.59,-23.56,312.48,827.80,-142.80,-0.57,0.76,-0.44,29.42,38.94,57.62,-131.33,475.61,30.78,45
-0.42,-0.32,0.61,27.59,-67.38,-16.42,317.96,847.90,-116.35,-0.64,0.82,-0.29,-25.82,-5.92,1.22,-150.85,470.29,49.60,45
-0.53,-0.35,0.58,-31.74,3.97,-1.71,352.68,849.73,-107.54,-0.59,0.77,-0.31,2.81,21.06,14.47,-143.75,495.13,29.07,45
-0.49,-0.34,0.49,-2.32,-25.21,4.70,338.07,838.77,-107.54,-0.58,0.85,-0.32,4.64,10.86,18.49,-133.10,488.03,11.97,45
-0.44,-0.42,0.57,0.55,-20.75,-6.04,345.37,838.77,-114.59,-0.59,0.95,-0.26,12.02,10.38,51.82,-163.27,504.01,27.36,45
-0.31,-0.45,0.62,10.99,-47.97,-31.13,347.20,847.90,-91.67,-0.41,0.94,-0.22,26.06,8.12,84.11,-186.34,495.13,15.39,45
-0.20,-0.43,0.62,15.26,-65.86,-59.57,383.75,844.25,-70.52,-0.07,0.98,-0.27,28.50,-3.97,62.19,-250.23,488.03,22.23,45
-0.14,-0.49,0.58,3.48,-29.11,-51.03,429.43,813.18,-40.55,0.24,0.86,-0.55,57.92,9.58,103.03,-303.47,480.94,11.97,45
0.10,-0.36,0.75,23.38,-63.78,-75.07,456.85,789.43,10.58,0.25,0.80,-0.49,-1.22,-13.67,66.77,-328.31,434.79,8.55,45
0.18,-0.37,0.65,-9.22,-25.15,-57.13,486.08,763.85,10.58,-0.07,0.89,-0.54,16.48,-2.99,100.77,-358.48,422.37,20.52,45
0.33,-0.26,0.77,8.97,-71.11,-76.42,491.57,743.74,40.55,0.29,0.76,-0.40,17.76,-11.72,83.07,-379.78,383.33,10.26,45
0.45,-0.28,0.65,0.73,-44.80,-68.24,524.46,699.89,65.23,0.29,0.79,-0.51,32.78,-29.72,44.80,-395.75,349.61,8.55,45
0.51,-0.20,0.70,28.32,-10.86,-48.65,531.77,677.96,68.76,0.58,0.66,-0.71,38.64,-17.46,64.64,-434.79,331.86,-1.71,45
0.77,-0.00,0.75,36.68,-28.93,-54.93,542.73,637.76,89.91,0.39,0.71,-0.64,10.68,-21.24,4.70,-450.77,305.24,-20.52,45
0.65,-0.06,0.63,6.71,5.37,-13.79,539.08,615.83,89.91,0.50,0.78,-0.65,32.17,13.31,23.01,-456.09,296.37,-25.65,45
0.52,-0.15,0.78,28.69,-20.08,-7.57,531.77,623.14,107.54,0.66,0.56,-0.61,26.31,24.66,75.26,-440.12,287.50,-30.78,45
0.60,-0.08,0.68,21.91,-55.42,-39.06,535.42,593.90,121.64,0.83,0.39,-0.78,-4.39,-2.62,39.67,-445.44,264.43,-29.07,45
0.82,0.07,0.46,-22.89,-16.36,-26.67,531.77,579.28,118.12,0.75,0.38,-0.46,-10.01,-0.92,1.77,-433.02,248.45,-30.78,45
0.71,0.02,0.40,-11.05,5.37,-0.55,540.90,581.11,102.25,0.63,0.51,-0.67,21.91,-7.08,-12.45,-454.32,259.10,-20.52,45
0.73,0.04,0.61,9.09,13.73,11.66,529.94,566.49,119.88,0.69,0.56,-0.64,-1.95,-2.93,-7.32,-445.44,264.43,-29.07,45
0.75,-0.01,0.60,-11.78,10.13,7.39,548.21,588.42,109.30,0.50,0.54,-0.75,-5.49,-8.24,-24.78,-447.22,283.95,-20.52,45
0.67,0.02,0.65,-13.61,18.92,15.56,535.42,590.24,96.96,0.30,0.78,-0.80,5.68,17.88,-15.63,-424.15,299.92,1.71,45
0.59,-0.15,0.75,-0.31,-15.56,21.36,551.87,599.38,98.73,0.55,0.62,-0.65,-7.87,12.45,6.71,-427.70,278.62,-1.71,45
0.76,-0.02,0.62,-8.67,-20.26,10.86,553.70,601.21,93.44,0.63,0.50,-0.40,-17.88,13.12,2.93,-424.15,317.67,1.71,45
0.77,-0.05,0.49,-15.81,-12.63,13.31,539.08,612.17,65.23,0.55,0.65,-0.46,-13.73,10.19,-23.80,-436.57,322.99,-10.26,45
0.57,-0.15,0.69,-16.36,12.76,29.24,544.56,650.55,70.52,0.49,0.75,-0.53,-0.61,6.59,-32.47,-417.05,321.21,8.55,45
0.61,-0.18,0.64,-12.82,11.72,31.25,539.08,659.68,47.60,0.48,0.74,-0.44,3.36,4.15,-18.01,-413.50,328.31,11.97,45
0.58,-0.31,0.57,-4.64,7.93,19.17,539.08,652.37,44.07,0.50,0.76,-0.47,-1.59,-12.39,-3.97,-397.53,347.83,17.10,45
0.54,-0.24,0.65,-4.27,16.24,-0.37,524.46,659.68,47.60,0.44,0.84,-0.46,-20.02,-34.18,-4.76,-397.53,337.19,10.26,45
0.54,-0.30,0.68,-18.25,29.66,-13.06,533.60,654.20,38.78,0.41,0.80,-0.45,7.14,-43.27,-34.12,-395.75,331.86,35.92,45
0.58,-0.25,0.66,-9.28,49.74,-0.55,537.25,668.82,17.63,0.31,0.82,-0.54,2.81,-2.20,-64.64,-370.91,331.86,22.23,45
0.41,-0.26,0.71,-7.08,38.76,51.45,529.94,665.17,28.21,0.09,0.88,-0.43,24.72,0.06,-55.73,-372.68,351.38,37.63,45
0.27,-0.30,0.62,12.33,25.09,46.20,526.29,694.40,14.10,0.27,0.86,-0.63,28.56,-6.84,-32.23,-372.68,393.98,13.68,45
0.52,-0.23,0.79,26.67,16.78,30.21,531.77,710.85,19.39,0.04,0.89,-0.52,22.28,3.05,-71.53,-353.16,409.95,1.71,45
0.21,-0.35,0.74,14.10,34.91,54.08,502.53,732.78,44.07,0.06,0.92,-0.53,20.26,10.62,0.79,-363.81,424.15,1.71,45
0.25,-0.29,0.79,12.39,-12.45,6.23,491.57,743.74,40.55,0.30,0.78,-0.60,25.51,5.37,-18.07,-360.26,434.79,-22.23,45
0.24,-0.25,0.75,10.93,19.29,19.84,489.74,760.19,59.94,-0.00,0.87,-0.46,13.61,-24.84,-27.89,-358.48,443.67,-13.68,45
0.04,-0.33,0.66,4.09,41.44,2.62,491.57,762.02,37.02,-0.04,0.83,-0.59,8.12,-55.36,-44.56,-337.19,440.12,3.42,45
-0.00,-0.27,0.81,-3.54,78.31,1.65,491.57,769.33,15.87,-0.18,0.90,-0.60,-31.01,-71.41,-60.67,-303.47,434.79,25.65,45
-0.01,-0.31,0.82,-40.53,88.93,7.69,471.46,760.19,-17.63,-0.38,0.90,-0.51,-31.37,-35.28,-52.67,-289.27,406.40,53.02,45
-0.14,-0.37,0.62,-39.12,51.39,25.33,453.19,774.81,-66.99,-0.41,0.88,-0.37,25.09,28.14,-40.77,-246.68,438.34,53.02,45
-0.24,-0.34,0.60,25.33,1.22,46.51,444.05,769.33,-68.76,-0.19,0.80,-0.52,30.46,34.12,-48.46,-248.45,443.67,41.05,45
-0.26,-0.26,0.66,27.16,11.60,58.59,425.78,794.91,-61.70,-0.59,0.75,-0.30,-6.77,56.46,-91.92,-220.06,472.06,41.05,45
-0.40,-0.16,0.55,-15.87,3.48,115.23,383.75,804.05,-84.62,-0.69,0.67,-0.76,31.68,30.03,-70.74,-195.21,500.46,-3.42,45
-0.52,-0.06,0.85,1.65,16.05,76.05,343.55,862.52,-63.47,-0.57,0.69,-0.53,19.41,31.13,-1.71,-163.27,514.65,-17.10,45
-0.46,-0.14,0.64,3.60,-23.38,19.47,338.07,868.01,-72.28,-0.50,0.65,-0.63,0.12,-5.55,8.61,-175.69,512.88,-11.97,45
-0.49,-0.10,0.67,-13.06,5.31,-11.78,336.24,851.56,-74.04,-0.61,0.60,-0.55,-8.91,-7.39,-29.30,-172.14,502.23,-11.97,45
-0.57,-0.10,0.60,-17.58,25.57,18.19,319.79,849.73,-61.70,-0.52,0.61,-0.58,8.97,-1.46,-12.02,-165.04,534.18,-29.07,45
-0.44,-0.04,0.61,7.02,9.40,14.22,321.62,858.87,-74.04,-0.65,0.63,-0.67,16.91,6.04,7.14,-149.07,511.10,-13.68,45
-0.52,-0.04,0.62,9.28,-8.67,0.24,305.17,864.35,-86.38,-0.65,0.57,-0.67,0.61,-24.96,-35.83,-133.10,512.88,-15.39,45
-0.55,-0.04,0.63,-9.09,43.03,15.75,305.17,864.35,-89.91,-0.73,0.52,-0.59,9.64,-1.40,-41.87,-113.58,504.01,0.00,45
-0.57,0.01,0.54,5.98,22.58,38.39,299.69,866.18,-119.88,-0.74,0.45,-0.69,0.24,-7.87,-49.19,-101.16,491.58,-1.71,45
-0.58,0.05,0.56,-7.08,33.87,40.22,283.24,846.08,-125.17,-0.95,0.44,-0.56,-12.08,-7.57,-68.97,-49.69,468.51,6.84,45
-0.69,0.05,0.51,-18.31,40.89,53.41,246.70,831.46,-160.43,-0.82,0.30,-0.48,-8.18,4.33,-66.28,-12.42,470.29,-8.55,45
-0.73,0.08,0.36,-13.55,38.15,56.21,226.60,815.01,-172.77,-0.72,0.28,-0.52,6.47,10.68,-42.11,28.39,436.57,-20.52,45
-0.66,0.15,0.38,-1.95,20.32,43.21,195.53,805.87,-185.11,-0.98,0.19,-0.42,-14.65,-7.63,-54.50,37.27,427.70,-5.13,45
-0.84,0.20,0.27,-20.87,36.19,40.28,164.46,793.08,-186.87,-0.71,0.04,-0.54,11.90,15.56,-28.38,60.34,422.37,-20.52,45
-0.74,0.30,0.27,0.00,14.22,34.00,164.46,771.15,-197.45,-0.92,0.08,-0.53,8.48,-8.24,-42.30,74.54,401.07,-23.94,45
-0.83,0.32,0.30,2.01,31.43,31.68,140.71,754.71,-209.79,-0.92,0.02,-0.56,8.91,-9.77,-19.59,88.73,379.78,-23.94,45
-0.81,0.37,0.26,-0.24,18.80,12.82,129.74,762.02,-199.21,-0.97,0.02,-0.44,18.19,-13.67,-10.19,99.38,383.33,-17.10,45
-0.75,0.34,0.18,15.26,5.43,3.78,127.92,752.88,-211.55,-0.93,0.00,-0.52,18.49,-12.88,-11.84,79.86,370.91,-22.23,45
-0.75,0.38,0.19,13.92,7.26,8.79,131.57,738.26,-218.61,-1.00,-0.02,-0.48,16.54,-2.26,-5.98,86.96,356.71,-22.23,45
-0.78,0.37,0.13,6.35,-3.85,8.24,146.19,749.23,-215.08,-0.96,-0.05,-0.48,6.71,-17.03,-24.66,94.06,360.26,-15.39,45
-0.81,0.37,0.13,-3.48,22.71,13.06,155.33,732.78,-241.52,-0.89,-0.05,-0.47,24.60,10.13,-3.85,83.41,338.96,1.71,45
-0.77,0.37,0.14,16.24,-2.26,8.30,138.88,719.99,-236.24,-0.94,-0.05,-0.45,28.75,16.78,-3.36,92.28,340.74,-17.10,45
-0.79,0.39,0.10,23.99,-15.56,10.99,146.19,723.64,-218.61,-0.89,-0.10,-0.44,43.76,26.00,26.98,72.76,349.61,1.71,45
-0.74,0.45,0.10,36.87,-41.56,-5.68,175.43,734.61,-236.24,-0.97,-0.11,-0.55,37.66,8.42,27.40,58.56,353.16,15.39,45
-0.79,0.46,0.15,26.73,-32.17,-15.75,188.22,747.40,-234.47,-0.94,-0.18,-0.58,24.11,6.71,27.89,60.34,379.78,30.78,45
-0.82,0.53,0.12,10.13,-24.66,-11.60,202.84,762.02,-234.47,-1.09,-0.18,-0.50,11.54,-17.46,-15.01,42.59,372.68,27.36,45
-0.89,0.51,0.09,5.74,9.09,10.38,217.46,747.40,-234.47,-0.91,-0.22,-0.44,-9.22,-22.34,-26.06,51.47,374.45,32.49,45
-0.75,0.47,0.01,-17.58,27.71,15.75,204.67,734.61,-246.81,-0.87,-0.12,-0.33,-1.89,-26.49,-33.75,74.54,340.74,23.94,45
-0.73,0.38,0.03,-4.64,35.83,8.85,195.53,710.85,-248.58,-0.86,-0.06,-0.42,-3.66,18.25,19.29,74.54,351.38,30.78,45
-0.66,0.34,0.08,-12.70,-35.46,-3.60,179.08,716.33,-243.29,-1.03,0.08,-0.49,7.57,23.44,34.42,69.21,356.71,25.65,45
-0.80,0.33,0.23,-3.78,-53.96,-23.07,186.39,723.64,-243.29,-0.81,0.02,-0.66,10.19,9.64,56.82,55.01,392.20,-1.71,45
-0.80,0.40,0.30,-9.95,-14.10,-42.60,191.87,787.60,-220.37,-0.86,0.05,-0.40,20.14,47.42,80.69,30.17,402.85,-1.71,45
-0.77,0.33,0.25,25.33,-74.89,-34.06,201.01,785.77,-211.55,-0.82,0.14,-0.54,10.07,21.36,70.31,-7.10,454.32,0.00,45
-0.72,0.23,0.30,1.95,-53.28,-47.55,226.60,815.01,-169.24,-0.90,0.25,-0.54,38.09,16.85,80.20,-55.01,470.29,5.13,45
-0.65,0.27,0.46,38.33,-85.63,-49.01,252.18,840.60,-144.56,-0.78,0.31,-0.70,11.11,-0.43,68.66,-70.99,496.91,3.42,45
-0.55,0.19,0.45,-10.56,-51.51,-58.65,279.59,857.04,-125.17,-0.74,0.36,-0.55,10.80,22.46,65.55,-124.23,518.20,0.00,45
-0.52,0.08,0.38,-1.22,-72.81,-40.53,305.17,857.04,-96.96,-0.64,0.37,-0.74,26.73,23.25,47.61,-149.07,514.65,-17.10,45
-0.54,0.11,0.54,0.24,-45.59,-26.00,316.14,864.35,-68.76,-0.62,0.44,-0.63,28.56,31.80,43.70,-184.57,528.85,-13.68,45
-0.47,0.09,0.59,20.08,-54.26,-14.10,347.20,869.83,-38.78,-0.58,0.58,-0.84,-8.00,-2.26,4.52,-205.86,528.85,-34.20,45
-0.54,0.06,0.79,-21.24,-6.29,1.53,347.20,858.87,-38.78,-0.64,0.58,-0.74,-14.77,10.62,21.97,-202.31,514.65,-30.78,45
-0.42,0.00,0.61,-22.52,-38.51,-1.40,350.86,840.60,-21.16,-0.60,0.63,-0.74,12.57,49.74,41.63,-221.83,541.27,-42.76,45
-0.36,-0.02,0.71,3.11,-77.94,4.15,349.03,857.04,-1.76,-0.35,0.63,-0.85,0.49,38.88,23.19,-236.03,551.92,-59.86,45
-0.18,0.04,0.76,-12.82,-50.29,18.86,347.20,855.21,35.26,-0.53,0.64,-0.73,-38.39,-6.71,5.80,-225.38,534.18,-63.28,45
-0.29,-0.02,0.71,-44.13,-21.06,-1.53,358.17,858.87,35.26,-0.26,0.68,-0.76,-7.87,23.99,20.63,-232.48,537.72,-66.70,45
-0.19,-0.05,0.84,-14.40,-32.04,12.57,347.20,851.56,38.78,-0.46,0.80,-0.81,-11.35,18.80,9.40,-252.00,535.95,-75.25,45
-0.30,-0.10,0.90,-23.44,-23.25,4.15,347.20,862.52,49.36,-0.17,0.77,-0.59,-18.68,18.62,1.95,-264.43,544.82,-97.48,45
-0.13,-0.20,0.76,-31.43,-2.99,6.04,350.86,851.56,56.41,-0.10,0.72,-0.61,-27.40,-13.73,-8.30,-244.90,557.25,-92.35,45
-0.07,-0.15,0.78,-33.81,22.95,2.50,338.07,849.73,65.23,-0.30,0.88,-0.52,0.55,4.15,14.47,-232.48,544.82,-87.22,45
-0.10,-0.26,0.75,4.82,-20.20,-7.39,352.68,857.04,44.07,-0.18,0.87,-0.71,32.04,36.07,32.78,-255.55,553.70,-95.77,45
-0.00,-0.20,0.85,26.31,-49.68,3.72,343.55,862.52,88.15,-0.17,0.82,-0.69,11.84,0.73,14.04,-271.52,551.92,-114.59,45
-0.01,-0.22,0.89,-2.87,-15.38,0.37,352.68,849.73,107.54,-0.13,0.88,-0.93,37.78,6.04,-16.97,-259.10,567.89,-133.40,45
0.05,-0.15,0.99,19.90,-7.93,29.11,356.34,871.66,93.44,-0.11,0.79,-0.74,23.38,-30.94,2.08,-291.05,560.80,-133.40,45
0.06,-0.08,0.92,23.13,17.82,-15.08,339.89,855.21,98.73,-0.28,0.88,-0.99,33.94,-53.53,-27.77,-262.65,550.15,-123.14,45
-0.00,-0.07,1.10,26.00,29.66,-8.42,338.07,860.70,100.49,-0.04,0.69,-0.85,8.91,-42.66,-0.92,-269.75,564.34,-123.14,45
0.03,-0.07,0.76,-9.64,49.87,-36.07,345.37,860.70,79.33,-0.45,0.62,-0.71,-15.56,-105.16,-18.07,-253.78,530.63,-76.96,45
-0.15,-0.04,0.67,-20.20,54.75,-43.82,363.65,853.39,44.07,-0.18,0.55,-0.60,10.50,-32.35,56.09,-259.10,525.30,-58.15,45
-0.04,-0.14,0.65,2.99,-15.38,-51.45,374.61,842.42,40.55,0.29,0.77,-0.60,-25.15,38.70,50.96,-278.62,505.78,-49.60,45
-0.09,-0.25,0.74,-35.71,-53.34,55.91,392.89,827.80,58.18,-0.37,0.76,-1.11,20.57,128.72,97.78,-291.05,535.95,-92.35,45
-0.12,-0.13,0.85,-34.06,-126.53,-16.60,385.58,842.42,68.76,0.06,0.89,-0.06,-68.97,1.89,-25.88,-285.72,523.53,-73.54,45
0.08,-0.23,0.52,-50.42,5.43,38.15,392.89,827.80,86.38,0.25,0.79,-0.14,-19.53,68.91,38.57,-298.14,521.75,-102.61,45
0.06,-0.47,0.46,-31.98,-58.47,27.89,385.58,824.15,89.91,0.08,1.08,-0.72,34.91,21.67,21.48,-310.57,523.53,-94.06,45
0.40,-0.48,0.86,31.37,-57.13,48.22,380.10,807.70,109.30,0.17,0.90,-0.38,-49.38,-36.87,-30.33,-308.79,532.40,-109.46,45
0.25,-0.36,0.65,-45.59,44.62,0.18,389.23,846.08,107.54,-0.05,0.87,-0.14,-9.70,7.57,6.53,-299.92,519.98,-118.01,45
0.07,-0.44,0.51,-16.66,-1.95,-22.34,385.58,838.77,100.49,0.22,0.89,-0.12,6.90,-20.20,2.20,-307.02,537.72,-104.32,45
0.20,-0.52,0.48,-7.14,42.11,-18.74,402.02,836.94,95.20,0.00,0.91,-0.34,23.07,-1.34,-30.15,-287.50,518.20,-71.83,45
0.07,-0.49,0.55,3.30,24.35,21.12,400.20,849.73,89.91,-0.06,1.01,-0.33,26.61,3.85,-9.40,-305.24,507.56,-71.83,45
0.04,-0.50,0.67,25.88,-5.80,19.90,396.54,842.42,89.91,0.00,0.90,-0.21,92.71,36.56,37.48,-328.31,519.98,-97.48,45
0.14,-0.29,0.62,108.34,-45.53,-3.23,394.71,844.25,130.46,0.05,0.79,-1.01,77.09,6.41,-27.89,-333.64,535.95,-136.82,45
0.05,-0.17,1.02,27.10,18.80,18.37,387.40,840.60,165.72,-0.06,0.95,-0.81,19.29,-12.39,23.68,-342.51,548.37,-162.47,45
0.13,-0.21,0.90,5.43,-9.83,-22.95,392.89,827.80,195.69,0.03,0.90,-0.70,15.38,-8.00,19.17,-365.58,525.30,-136.82,45
0.17,-0.18,0.92,9.95,0.43,-19.71,398.37,815.01,193.92,-0.02,0.85,-0.78,2.81,1.34,6.41,-376.23,539.50,-140.24,45
0.12,-0.14,0.92,-8.54,-0.55,-11.35,398.37,807.70,190.40,-0.03,0.85,-0.83,-9.95,-5.74,-3.23,-353.16,530.63,-135.11,45
0.16,-0.15,0.94,-23.50,-1.22,2.62,416.64,822.32,169.24,0.15,0.89,-0.71,-26.00,13.55,0.31,-358.48,521.75,-129.98,45
0.29,-0.26,0.92,-36.74,-9.89,15.87,407.51,824.15,160.43,-0.12,0.98,-0.66,-47.12,-16.05,-18.92,-326.54,532.40,-129.98,45
0.15,-0.29,0.93,-52.80,0.92,9.46,380.10,829.63,137.51,0.06,0.83,-0.37,-49.80,-4.46,11.54,-315.89,525.30,-102.61,45
0.19,-0.36,0.63,-60.97,-6.35,-5.19,396.54,842.42,114.59,0.13,0.81,-0.11,-58.35,-8.36,9.58,-296.37,519.98,-83.80,45
0.23,-0.44,0.37,-52.43,2.69,-8.36,396.54,835.11,89.91,0.05,0.85,-0.19,-3.66,-10.86,-4.33,-280.40,518.20,-61.57,45
0.20,-0.44,0.52,-5.00,6.65,-3.78,394.71,840.60,70.52,0.21,0.92,-0.26,5.19,-3.60,3.91,-282.17,519.98,-76.96,45
0.21,-0.54,0.58,-4.21,16.78,-3.66,398.37,829.63,70.52,0.05,0.99,-0.19,14.40,-10.50,-3.60,-283.95,514.65,-75.25,45
0.21,-0.54,0.55,9.70,8.67,-3.42,391.06,822.32,63.47,0.05,0.96,-0.30,24.84,-0.37,-28.75,-296.37,537.72,-76.96,45
0.19,-0.54,0.62,19.41,12.70,26.98,411.16,842.42,61.70,-0.01,1.05,-0.38,17.09,-1.34,-11.11,-257.33,537.72,-80.38,45
0.12,-0.55,0.75,8.06,4.33,9.89,370.96,831.46,61.70,-0.12,0.99,-0.28,-16.17,-3.05,17.15,-275.07,534.18,-80.38,45
-0.00,-0.54,0.64,-27.77,1.65,-17.21,380.10,847.90,66.99,0.05,1.02,-0.33,-3.85,9.09,16.72,-264.43,512.88,-76.96,45
0.10,-0.60,0.43,-15.87,-12.57,-3.05,392.89,842.42,54.65,0.04,0.96,-0.16,-0.55,9.70,16.78,-269.75,518.20,-61.57,45
0.19,-0.60,0.47,-13.12,-24.23,-1.59,391.06,829.63,56.41,-0.04,1.02,-0.14,12.45,-13.31,30.03,-282.17,544.82,-73.54,45
0.12,-0.71,0.56,-13.55,-13.18,-34.91,391.06,822.32,52.89,0.11,0.92,-0.49,25.70,-37.84,57.68,-308.79,504.01,-58.15,45
0.28,-0.62,0.56,-41.44,2.14,-48.16,427.61,804.05,66.99,0.07,1.04,-0.33,7.75,-39.86,-63.11,-312.34,479.16,-30.78,45
0.14,-0.67,0.45,4.33,71.29,32.23,429.43,827.80,44.07,-0.02,0.97,-0.01,7.75,-20.08,-13.61,-287.50,500.46,-30.78,45
0.20,-0.62,0.59,13.49,14.53,-4.70,405.68,825.98,17.63,0.14,0.96,-0.15,-5.31,-7.57,20.81,-278.62,491.58,-25.65,45
0.24,-0.56,0.48,-13.12,-5.13,-16.48,412.99,807.70,10.58,0.09,0.95,-0.02,9.03,-17.94,-3.48,-292.82,491.58,-18.81,45
0.13,-0.62,0.38,-0.73,18.25,-0.85,420.30,822.32,24.68,-0.03,0.96,-0.20,30.64,-21.79,-27.47,-287.50,489.81,-13.68,45
0.14,-0.55,0.52,32.71,36.19,5.98,433.09,820.49,12.34,-0.21,0.91,-0.30,71.29,-14.59,-21.36,-299.92,491.58,-29.07,45
0.15,-0.44,0.64,64.76,6.71,1.22,416.64,825.98,21.16,-0.10,0.92,-0.27,73.97,-1.16,-9.28,-303.47,484.48,-22.23,45
0.11,-0.50,0.52,72.57,-5.92,10.86,422.12,827.80,40.55,-0.09,0.89,-0.52,106.32,-14.83,-9.46,-326.54,511.10,-61.57,45
0.07,-0.39,0.79,82.40,19.41,-7.20,425.78,824.15,114.59,-0.14,0.84,-0.72,85.69,-5.74,-19.17,-330.09,514.65,-82.09,45
0.01,-0.23,0.91,50.66,17.64,7.14,409.33,822.32,126.93,-0.23,0.75,-0.85,45.23,-2.14,-20.87,-333.64,535.95,-106.03,45
-0.11,-0.07,0.80,8.30,15.20,5.43,385.58,835.11,135.75,-0.07,0.74,-0.81,38.64,-23.68,5.00,-330.09,532.40,-102.61,45
0.08,-0.20,0.77,16.54,14.28,-14.83,376.44,840.60,123.41,-0.29,0.74,-0.85,29.54,-16.42,-3.48,-340.74,532.40,-85.51,45
0.04,-0.20,0.78,15.75,1.59,-12.21,392.89,846.08,121.64,-0.13,0.63,-0.74,21.73,10.50,-7.75,-346.06,537.72,-107.75,45
0.03,-0.03,0.72,24.66,-10.62,17.46,385.58,846.08,118.12,-0.34,0.65,-0.84,12.63,9.40,-7.02,-337.19,546.60,-140.24,45
-0.09,0.04,0.79,10.13,-5.98,2.75,374.61,842.42,135.75,-0.29,0.63,-0.97,28.20,2.99,-6.23,-340.74,532.40,-136.82,45
-0.12,0.05,0.79,6.41,-0.61,1.10,369.13,840.60,144.56,-0.24,0.64,-0.90,12.57,-2.87,-3.85,-326.54,553.70,-140.24,45
0.03,0.03,0.76,-8.79,-11.41,6.47,359.99,853.39,142.80,-0.23,0.60,-0.85,21.73,-1.83,6.84,-340.74,543.05,-153.92,45
0.04,0.04,0.79,16.85,-3.23,-7.51,378.27,838.77,156.90,-0.10,0.63,-0.88,10.50,3.97,12.70,-344.29,543.05,-153.92,45
0.14,0.03,0.89,11.78,-10.44,-2.20,352.68,842.42,160.43,-0.19,0.58,-0.98,19.71,-7.87,-1.28,-340.74,546.60,-160.76,45
0.01,0.09,0.82,4.52,4.52,-5.92,363.65,849.73,167.48,-0.11,0.58,-0.79,2.14,-0.79,8.54,-331.86,548.37,-152.21,45
0.12,0.02,0.77,-2.14,-7.45,-1.04,365.48,825.98,158.67,-0.19,0.60,-0.91,1.71,-1.83,4.52,-340.74,539.50,-157.34,45
0.10,0.05,0.82,-7.32,-11.54,2.08,374.61,849.73,174.53,-0.10,0.60,-0.86,-0.73,-0.31,2.50,-338.96,541.27,-141.95,45
0.12,0.00,0.80,-6.90,-6.90,3.42,365.48,833.29,179.82,0.03,0.73,-0.67,-1.22,29.48,-7.93,-342.51,551.92,-145.37,45
0.10,-0.05,0.81,3.23,-7.69,27.40,376.44,829.63,200.98,-0.10,0.62,-0.78,2.26,35.03,-21.18,-337.19,553.70,-177.87,45
-0.04,0.10,0.85,-4.39,-15.69,29.30,352.68,846.08,199.21,-0.41,0.52,-0.65,29.85,-18.07,60.49,-322.99,557.25,-174.44,45
0.25,-0.06,0.86,2.38,-26.31,-45.78,365.48,829.63,204.50,-0.25,0.55,-1.11,21.12,-25.39,-29.79,-337.19,550.15,-171.02,45
0.04,0.03,0.59,-15.75,9.77,4.15,352.68,853.39,181.58,0.26,0.70,-0.92,-12.45,32.47,2.32,-347.83,557.25,-181.29,45
0.13,-0.08,0.76,-17.46,-8.24,30.03,361.82,825.98,204.50,0.02,0.76,-0.81,16.36,-18.68,-16.85,-338.96,548.37,-186.42,45
0.18,-0.04,0.87,-15.99,28.93,1.89,365.48,847.90,190.40,0.09,0.65,-0.62,-51.64,-5.68,-11.90,-331.86,541.27,-169.31,45
0.17,-0.04,0.71,-47.18,6.16,15.69,361.82,833.29,176.30,-0.02,0.79,-0.43,12.15,-7.63,-13.79,-310.57,559.02,-148.79,45
0.09,-0.18,0.64,26.31,19.41,11.84,343.55,851.56,158.67,-0.25,0.66,-0.60,41.50,-12.21,-15.14,-307.02,573.22,-145.37,45
-0.03,0.06,0.94,57.98,0.85,-0.61,341.72,846.08,185.11,-0.12,0.63,-0.97,61.52,20.57,20.63,-315.89,557.25,-174.44,45
0.09,0.05,0.80,35.77,-30.40,-1.04,352.68,846.08,181.58,0.01,0.58,-0.79,57.86,-5.19,2.99,-321.21,562.57,-193.26,45
0.05,0.16,0.85,25.21,15.75,-16.48,325.27,822.32,208.03,-0.09,0.61,-0.93,33.57,-14.04,-12.70,-324.76,562.57,-210.36,45
0.06,0.16,0.89,19.96,22.22,9.03,319.79,853.39,216.84,-0.09,0.61,-0.87,15.01,-23.93,-15.75,-305.24,567.89,-205.23,45
0.21,0.16,0.85,8.24,9.28,-3.60,307.00,847.90,158.67,-0.01,0.56,-0.86,10.68,-0.24,-17.40,-280.40,582.09,-184.71,45
0.07,0.19,0.76,7.26,19.04,18.80,301.52,864.35,174.53,-0.24,0.55,-0.77,1.46,-2.93,-29.91,-271.52,583.87,-183.00,45
-0.03,0.19,0.76,-2.75,0.61,17.88,283.24,857.04,163.95,-0.11,0.51,-0.87,26.12,15.56,-1.59,-255.55,589.19,-191.55,45
-0.02,0.19,0.80,18.31,0.55,12.39,270.45,873.49,179.82,-0.25,0.55,-0.86,9.40,-5.19,1.65,-252.00,589.19,-191.55,45
