haX,haY,haZ,hgX,hgY,hgZ,hmX,hmY,hmZ,aaX,aaY,aaZ,agX,agY,agZ,amX,amY,amZ,angle
-0.83,-0.03,0.36,-9.34,2.08,9.89,343.55,796.74,-151.61,-0.96,-0.11,0.46,3.97,-5.86,2.01,-35.49,504.01,-386.51,180
-0.76,-0.06,0.32,-0.85,-5.98,1.53,336.24,774.81,-151.61,-0.98,-0.10,0.49,15.08,-10.62,4.21,-33.72,509.33,-384.80,180
-0.76,-0.00,0.32,14.71,-22.95,2.93,339.89,796.74,-133.98,-0.78,0.02,0.23,31.13,21.24,-4.82,-12.42,491.58,-371.12,180
-0.75,0.03,0.39,23.74,18.62,-13.06,358.17,782.12,-141.04,-1.09,0.09,0.38,20.87,-7.02,6.35,-26.62,484.48,-384.80,180
-0.65,0.00,0.38,1.16,-10.86,12.51,352.68,776.64,-139.27,-0.86,-0.06,0.29,10.74,-3.30,12.27,-28.39,493.36,-376.25,180
-0.84,-0.06,0.23,-0.67,1.53,8.91,330.76,787.60,-139.27,-0.91,0.01,0.39,18.13,2.87,8.67,-19.52,488.03,-377.96,180
-0.79,0.04,0.32,9.16,-0.37,6.53,352.68,794.91,-128.70,-0.96,0.03,0.42,6.59,-4.27,8.36,-33.72,509.33,-384.80,180
-0.75,0.03,0.31,-1.89,-6.23,11.60,358.17,807.70,-141.04,-0.91,0.02,0.48,24.23,-1.22,17.82,-63.89,511.10,-383.09,180
-0.71,0.08,0.28,20.87,3.17,21.67,338.07,802.22,-135.75,-0.87,0.08,0.37,34.97,-3.05,30.94,-31.94,500.46,-386.51,180
-0.76,0.17,0.35,25.27,-1.46,28.32,332.58,807.70,-112.83,-0.79,0.14,0.37,20.75,0.92,15.08,-28.39,493.36,-372.83,180
-0.77,0.19,0.35,8.12,3.30,6.16,338.07,816.84,-125.17,-0.90,0.16,0.47,17.70,0.67,13.73,-42.59,511.10,-365.99,180
-0.79,0.22,0.32,11.29,4.58,12.21,339.89,815.01,-116.35,-0.95,0.17,0.51,24.78,10.13,13.43,-44.37,502.23,-360.86,180
-0.74,0.24,0.28,19.17,11.29,18.01,352.68,835.11,-111.07,-1.03,0.24,0.36,29.17,7.39,40.10,-47.92,516.43,-388.22,180
-0.77,0.33,0.31,19.59,10.62,43.58,328.93,829.63,-123.41,-0.87,0.31,0.35,26.25,9.89,46.33,-51.47,512.88,-388.22,180
-0.75,0.43,0.26,15.26,4.58,40.34,316.14,835.11,-128.70,-0.77,0.41,0.26,25.27,0.55,27.10,-58.56,509.33,-381.38,180
-0.74,0.49,0.27,16.78,-0.43,18.07,307.00,840.60,-133.98,-0.88,0.42,0.26,14.59,-3.72,13.12,-69.21,502.23,-388.22,180
-0.71,0.48,0.26,-0.18,-6.41,14.40,308.83,827.80,-125.17,-0.83,0.43,0.35,10.99,-3.78,11.05,-72.76,505.78,-354.02,180
-0.72,0.50,0.24,5.49,0.37,7.14,303.35,840.60,-116.35,-0.95,0.45,0.38,11.41,2.75,14.28,-74.54,504.01,-386.51,180
-0.68,0.52,0.22,7.20,3.72,20.45,294.21,846.08,-128.70,-0.69,0.52,0.41,4.82,-4.39,2.32,-86.96,519.98,-377.96,180
-0.58,0.54,0.20,-1.77,-1.28,1.71,299.69,847.90,-112.83,-0.78,0.48,0.35,17.40,-2.87,16.42,-90.51,502.23,-364.28,180
-0.68,0.56,0.24,5.98,-0.67,10.50,285.07,862.52,-123.41,-0.71,0.49,0.27,5.86,-4.15,13.55,-74.54,525.30,-365.99,180
-0.72,0.56,0.23,-1.40,-5.74,2.93,285.07,858.87,-123.41,-0.82,0.54,0.42,7.93,-1.40,7.26,-95.83,511.10,-376.25,180
-0.70,0.58,0.22,4.46,-2.20,1.59,294.21,853.39,-132.22,-0.81,0.52,0.33,9.22,0.43,11.84,-94.06,516.43,-381.38,180
-0.64,0.58,0.22,1.10,-0.37,9.77,268.62,853.39,-128.70,-0.80,0.56,0.31,11.05,-0.06,11.23,-95.83,511.10,-369.41,180
-0.55,0.61,0.20,5.37,5.00,18.98,283.24,853.39,-118.12,-0.71,0.59,0.27,14.89,3.05,23.80,-111.80,523.53,-374.54,180
-0.67,0.63,0.21,4.21,1.59,14.53,270.45,862.52,-116.35,-0.77,0.61,0.33,11.47,2.81,8.97,-111.80,512.88,-374.54,180
-0.60,0.65,0.19,6.71,6.29,8.30,257.66,860.70,-121.64,-0.73,0.63,0.23,13.85,2.99,7.87,-108.25,512.88,-381.38,180
-0.58,0.66,0.19,1.40,3.72,7.14,261.32,857.04,-114.59,-0.72,0.63,0.28,12.63,0.73,13.00,-122.45,505.78,-384.80,180
-0.59,0.68,0.21,0.00,-1.40,9.70,257.66,868.01,-132.22,-0.76,0.64,0.31,10.99,-0.18,13.67,-106.48,511.10,-379.67,180
-0.60,0.70,0.20,3.60,-3.30,12.76,246.70,857.04,-121.64,-0.73,0.68,0.27,7.20,-2.99,15.32,-113.58,521.75,-389.93,180
-0.53,0.71,0.17,-0.18,-1.83,18.86,235.73,868.01,-121.64,-0.72,0.69,0.28,16.85,0.31,27.65,-127.78,504.01,-365.99,180
-0.55,0.75,0.18,6.65,0.98,26.37,224.77,868.01,-125.17,-0.62,0.71,0.28,14.53,4.64,20.87,-133.10,523.53,-391.65,180
-0.54,0.77,0.15,9.89,6.84,15.50,224.77,882.62,-125.17,-0.68,0.77,0.25,16.42,4.64,16.05,-124.23,504.01,-372.83,180
-0.48,0.80,0.14,9.22,7.45,17.21,204.67,844.25,-130.46,-0.68,0.79,0.23,16.30,2.20,22.03,-141.97,504.01,-376.25,180
-0.36,0.83,0.08,14.16,4.64,33.94,206.49,857.04,-125.17,-0.55,0.79,0.19,26.18,3.42,46.08,-149.07,500.46,-396.78,180
-0.44,0.85,0.11,15.20,1.89,39.12,199.18,868.01,-142.80,-0.58,0.85,0.05,13.55,4.03,31.86,-154.40,495.13,-391.65,180
-0.40,0.96,0.02,-3.60,0.49,33.14,175.43,869.83,-137.51,-0.54,0.87,0.18,11.60,-3.48,36.80,-181.02,496.91,-393.36,180
-0.25,0.93,0.03,8.36,0.24,42.54,168.12,862.52,-130.46,-0.39,0.92,0.22,39.73,12.15,54.20,-196.99,495.13,-388.22,180
-0.35,0.98,0.13,24.17,9.16,41.69,131.57,855.21,-144.56,-0.25,0.96,-0.04,22.89,12.02,18.49,-189.89,488.03,-395.07,180
-0.20,1.00,0.03,9.64,10.19,13.00,122.43,853.39,-167.48,-0.41,0.97,0.09,10.93,8.67,17.82,-188.11,482.71,-396.78,180
-0.16,1.00,-0.02,11.84,9.03,24.23,129.74,831.46,-149.85,-0.25,0.96,0.04,20.63,5.49,28.38,-193.44,484.48,-408.75,180
-0.15,1.01,0.01,8.67,4.94,24.90,113.30,829.63,-172.77,-0.21,0.99,0.08,12.39,6.35,18.62,-191.66,479.16,-396.78,180
-0.12,1.03,-0.03,7.14,6.47,13.92,98.68,825.98,-172.77,-0.23,1.01,0.05,17.82,7.26,22.64,-186.34,473.84,-412.17,180
-0.12,1.04,-0.02,6.90,5.80,17.21,98.68,811.36,-183.35,-0.22,1.01,-0.05,9.83,4.33,8.36,-205.86,461.41,-417.30,180
-0.05,1.04,-0.03,7.39,5.25,8.54,95.02,825.98,-176.30,-0.19,1.02,-0.06,13.31,2.01,9.16,-227.16,468.51,-417.30,180
-0.05,1.04,-0.03,-0.49,2.32,7.32,100.51,816.84,-178.06,-0.18,1.01,0.02,9.16,-0.55,4.64,-196.99,452.54,-422.43,180
-0.06,1.03,-0.06,0.55,0.79,2.32,76.75,818.67,-183.35,-0.16,1.02,0.00,7.57,2.01,3.05,-212.96,450.77,-410.46,180
-0.05,1.06,-0.05,2.01,2.08,0.79,91.37,800.39,-176.30,-0.16,1.01,-0.04,7.81,-0.85,-1.59,-200.54,470.29,-415.59,180
-0.05,1.03,-0.07,-0.61,0.55,-4.33,98.68,807.70,-183.35,-0.21,1.01,-0.01,8.30,-5.98,-2.87,-202.31,447.22,-413.88,180
-0.02,1.03,-0.08,1.83,-0.61,-1.04,89.54,805.87,-188.64,-0.10,1.02,-0.00,12.94,-6.65,-6.29,-207.64,459.64,-408.75,180
-0.09,1.04,-0.08,3.66,-6.35,-15.20,107.82,820.49,-181.58,-0.20,1.01,-0.02,11.72,-8.91,-19.96,-188.11,464.96,-407.04,180
-0.12,1.05,-0.06,-3.23,-7.57,-24.60,104.16,820.49,-174.53,-0.25,0.99,0.05,11.96,-8.73,-28.20,-188.11,464.96,-407.04,180
-0.14,1.06,-0.03,4.03,2.38,-30.46,122.43,824.15,-174.53,-0.28,0.98,0.01,5.55,2.93,-33.81,-188.11,464.96,-410.46,180
-0.21,1.02,-0.07,3.42,7.08,-38.88,135.23,822.32,-186.87,-0.40,0.97,-0.04,12.39,-0.49,-39.06,-157.95,459.64,-419.01,180
-0.27,0.98,-0.07,3.60,3.42,-40.22,160.81,829.63,-186.87,-0.49,0.91,0.01,5.37,-2.08,-38.21,-140.20,466.74,-422.43,180
-0.34,0.95,-0.07,0.31,3.66,-37.84,179.08,840.60,-179.82,-0.56,0.88,-0.01,6.16,2.56,-33.14,-134.87,464.96,-413.88,180
-0.39,0.92,-0.10,2.32,8.42,-29.48,204.67,833.29,-200.98,-0.57,0.87,-0.13,11.05,4.15,-30.27,-133.10,463.19,-422.43,180
-0.46,0.88,-0.13,-0.18,10.99,-31.56,213.80,824.15,-188.64,-0.54,0.82,-0.09,9.64,4.52,-36.99,-117.13,454.32,-420.72,180
-0.52,0.86,-0.11,-5.62,7.63,-43.82,233.90,822.32,-197.45,-0.72,0.75,-0.06,1.95,-4.15,-40.89,-95.83,454.32,-430.98,180
-0.50,0.79,-0.12,-6.10,0.43,-34.73,254.01,820.49,-199.21,-0.63,0.76,0.07,6.10,8.42,-20.39,-90.51,441.89,-432.69,180
-0.67,0.78,-0.12,2.93,14.83,-33.94,268.62,809.53,-199.21,-0.79,0.73,-0.16,-14.89,-6.77,-26.92,-70.99,443.67,-410.46,180
-0.78,0.74,-0.11,-12.21,-10.31,-36.19,263.14,789.43,-186.87,-0.80,0.60,-0.09,-1.46,-18.62,-50.11,-81.63,433.02,-427.56,180
-0.72,0.67,-0.06,-15.99,-13.24,-51.33,275.93,798.57,-185.11,-0.89,0.58,0.02,-7.63,-21.00,-43.03,-67.44,440.12,-424.14,180
-0.78,0.62,-0.01,-13.31,-6.35,-44.68,310.65,789.43,-176.30,-0.94,0.50,0.08,-15.01,-23.19,-37.66,-49.69,457.86,-413.88,180
-0.76,0.51,-0.00,-10.74,-18.62,-35.28,292.38,804.05,-172.77,-0.98,0.44,0.13,-8.79,-31.86,-29.24,-67.44,454.32,-403.62,180
-0.81,0.45,0.05,-6.23,-22.89,-29.54,310.65,796.74,-172.77,-0.92,0.35,0.24,-5.68,-21.55,-30.88,-60.34,479.16,-407.04,180
-0.86,0.41,0.08,-9.03,-16.54,-35.10,310.65,789.43,-162.19,-0.90,0.28,0.26,3.54,-10.93,-39.31,-28.39,464.96,-403.62,180
-0.94,0.34,0.13,-6.90,-8.61,-49.68,336.24,796.74,-165.72,-0.94,0.18,0.28,-4.09,-5.25,-60.67,-53.24,454.32,-410.46,180
-0.81,0.25,0.10,-7.02,-0.61,-61.34,347.20,782.12,-169.24,-1.03,0.09,0.09,4.70,-3.78,-52.25,-5.32,448.99,-395.07,180
-0.78,0.16,0.16,-9.83,-7.75,-43.52,367.30,762.02,-163.95,-0.91,-0.00,0.21,1.59,-9.64,-52.12,5.32,424.15,-412.17,180
-0.72,0.04,0.16,-12.57,-14.77,-49.93,378.27,747.40,-171.01,-0.98,-0.08,0.45,3.54,-14.34,-17.82,-1.77,434.79,-388.22,180
-0.81,-0.02,0.13,5.07,-12.51,-18.07,372.79,741.92,-172.77,-0.98,-0.06,0.34,3.72,-14.53,-5.49,-3.55,443.67,-386.51,180
-0.87,-0.03,0.18,-0.61,-8.79,-7.81,367.30,736.43,-174.53,-0.96,-0.08,0.26,3.97,-5.07,-14.34,0.00,443.67,-403.62,180
-0.88,-0.04,0.19,-7.20,-0.24,-17.03,376.44,738.26,-165.72,-0.95,-0.16,0.22,0.55,6.77,-27.65,12.42,434.79,-398.49,180
-0.87,-0.06,0.18,-10.50,9.89,-26.67,387.40,730.95,-158.67,-0.85,-0.20,0.25,5.49,16.30,-49.80,26.62,420.60,-395.07,180
-0.83,-0.17,0.17,-10.86,18.19,-57.68,381.92,714.51,-185.11,-1.04,-0.36,0.39,-5.80,2.26,-37.23,24.85,393.98,-407.04,180
-0.78,-0.30,0.06,-3.85,11.23,-25.45,380.10,705.37,-176.30,-0.95,-0.31,0.11,0.43,-4.03,-17.46,19.52,388.65,-412.17,180
-0.83,-0.29,0.11,-6.53,0.98,-18.07,394.71,694.40,-172.77,-0.85,-0.36,0.16,3.60,-0.24,-27.95,31.94,376.23,-407.04,180
-0.87,-0.32,0.11,-10.19,-1.22,-36.50,383.75,694.40,-190.40,-0.78,-0.47,0.17,8.36,-1.65,-66.47,31.94,362.03,-413.88,180
-0.81,-0.39,0.12,-8.79,-1.77,-73.30,387.40,672.48,-204.50,-0.81,-0.60,0.31,9.09,4.03,-78.92,53.24,365.58,-410.46,180
-0.70,-0.55,0.13,-1.46,19.78,-82.82,402.02,639.58,-179.82,-0.68,-0.73,0.15,-11.90,14.28,-86.12,49.69,322.99,-410.46,180
-0.50,-0.65,0.02,-26.12,20.69,-81.73,392.89,612.17,-202.74,-0.73,-0.78,0.16,-9.28,8.06,-49.87,44.37,278.62,-419.01,180
-0.41,-0.74,-0.03,-12.88,10.56,-38.02,380.10,573.80,-204.50,-0.54,-0.79,0.20,9.28,-0.31,-28.99,46.14,262.65,-420.72,180
-0.55,-0.75,-0.02,7.87,6.96,-35.16,381.92,579.28,-192.16,-0.43,-0.86,0.10,12.45,11.29,-53.16,62.11,236.03,-419.01,180
-0.38,-0.79,0.09,-2.26,17.82,-56.21,369.13,544.56,-197.45,-0.39,-0.91,0.04,-26.98,22.95,-56.88,40.82,211.19,-412.17,180
-0.36,-0.85,-0.16,-39.18,21.06,-56.76,338.07,517.15,-213.32,-0.43,-0.97,0.09,-3.05,5.19,-49.93,19.52,186.34,-425.85,180
-0.13,-0.89,-0.23,-6.96,9.16,-40.47,332.58,500.70,-183.35,-0.23,-0.93,0.17,5.13,5.98,-37.72,-1.77,172.14,-432.69,180
-0.08,-0.88,-0.18,-5.55,11.78,-40.22,312.48,509.84,-209.79,-0.10,-0.94,0.19,9.16,5.43,-18.13,5.32,157.95,-405.33,180
-0.04,-0.90,-0.18,-0.37,-2.87,-20.81,308.83,498.87,-213.32,-0.11,-0.98,0.07,16.17,-0.79,-9.52,-1.77,157.95,-405.33,180
0.02,-0.95,-0.15,-4.64,-4.64,-9.70,323.45,491.57,-216.84,-0.00,-1.00,0.12,-2.50,-3.85,4.70,-5.32,157.95,-422.43,180
-0.04,-0.97,-0.24,-14.65,-3.54,-3.05,323.45,480.60,-206.27,-0.14,-1.04,0.07,6.41,-7.02,10.56,1.77,154.40,-419.01,180
0.06,-1.01,-0.32,-9.09,-9.52,19.29,305.17,502.53,-209.79,-0.09,-0.96,-0.08,19.29,-1.28,11.35,-1.77,172.14,-425.85,180
-0.05,-0.91,-0.10,-1.16,0.31,11.47,328.93,493.39,-218.61,-0.23,-0.94,0.08,4.70,-2.14,22.58,-1.77,172.14,-429.27,180
-0.07,-0.92,-0.22,4.64,0.37,23.38,316.14,502.53,-216.84,-0.18,-0.90,-0.19,-5.37,-1.53,53.83,-8.87,179.24,-429.27,180
-0.28,-0.85,-0.14,-19.23,-7.63,48.95,305.17,520.80,-209.79,-0.31,-0.98,0.15,23.38,-1.59,27.28,8.87,196.99,-436.11,180
-0.19,-0.93,-0.18,17.46,-4.03,26.86,330.76,520.80,-202.74,-0.28,-0.93,0.04,16.42,-6.77,37.60,12.42,189.89,-432.69,180
-0.31,-0.87,-0.13,5.31,-8.06,33.14,332.58,518.98,-215.08,-0.51,-0.90,0.04,19.65,-5.13,46.45,14.20,227.16,-427.56,180
-0.32,-0.80,-0.09,13.67,-8.91,48.03,358.17,540.90,-208.03,-0.40,-0.80,0.10,18.49,-1.95,56.70,37.27,246.68,-439.53,180
-0.56,-0.73,-0.04,14.34,-1.95,47.91,367.30,546.39,-202.74,-0.61,-0.79,0.20,-4.76,-3.30,35.58,35.49,252.00,-413.88,180
-0.56,-0.73,-0.08,-3.78,-0.92,32.96,367.30,568.32,-209.79,-0.67,-0.76,0.14,6.96,6.41,31.56,14.20,252.00,-427.56,180
-0.58,-0.68,-0.12,2.32,8.67,31.13,363.65,568.32,-209.79,-0.83,-0.76,0.10,5.80,3.17,42.11,24.85,283.95,-420.72,180
-0.48,-0.65,-0.17,2.56,-3.17,48.95,372.79,566.49,-204.50,-0.78,-0.63,-0.13,20.81,0.61,63.66,39.04,291.05,-420.72,180
-0.71,-0.49,0.04,5.86,-1.71,63.48,383.75,603.04,-218.61,-0.58,-0.55,0.18,3.11,4.15,28.38,21.30,308.79,-430.98,180
-0.85,-0.48,-0.08,6.90,8.18,21.42,370.96,623.14,-206.27,-0.88,-0.57,0.10,-7.75,4.52,21.48,7.10,298.14,-424.14,180
-0.74,-0.49,-0.12,-6.47,6.47,22.09,361.82,621.31,-197.45,-0.86,-0.51,0.02,-0.06,3.05,18.62,24.85,312.34,-417.30,180
-0.77,-0.44,-0.14,0.98,4.09,18.01,378.27,612.17,-202.74,-0.92,-0.47,-0.05,4.15,4.46,32.59,12.42,321.21,-432.69,180
-0.80,-0.40,-0.11,-3.97,4.64,33.02,370.96,608.52,-206.27,-0.88,-0.42,-0.01,9.16,-2.93,32.65,5.32,328.31,-439.53,180
-0.81,-0.32,-0.16,1.28,-4.27,30.70,380.10,632.27,-204.50,-0.88,-0.38,-0.03,12.63,-4.09,36.99,10.65,333.64,-413.88,180
-0.86,-0.32,-0.19,6.16,-5.86,33.94,367.30,645.07,-213.32,-1.04,-0.35,-0.00,15.81,3.66,44.86,0.00,330.09,-430.98,180
-0.85,-0.25,-0.15,11.54,0.67,45.90,370.96,656.03,-199.21,-0.93,-0.26,0.01,5.37,3.97,44.86,12.42,349.61,-412.17,180
-0.93,-0.18,-0.18,0.85,1.40,41.81,370.96,648.72,-206.27,-0.97,-0.17,-0.03,11.05,4.09,29.72,8.87,349.61,-439.53,180
-0.90,-0.08,-0.15,6.53,5.43,27.59,383.75,661.51,-204.50,-0.93,-0.09,-0.07,5.80,0.43,22.89,-5.32,353.16,-425.85,180
-0.94,-0.05,-0.13,4.70,3.30,19.47,376.44,676.13,-208.03,-1.07,-0.09,-0.03,9.89,1.65,20.14,-1.77,349.61,-432.69,180
-0.85,-0.00,-0.14,4.58,1.95,21.18,370.96,677.96,-202.74,-1.00,-0.03,-0.05,15.26,7.26,40.89,-7.10,351.38,-444.66,180
-0.94,0.06,-0.15,7.39,5.31,39.43,369.13,698.06,-211.55,-0.94,0.03,-0.12,8.18,2.81,24.41,-19.52,367.36,-412.17,180
-0.98,0.10,-0.17,-4.82,0.85,20.81,374.61,692.58,-206.27,-1.03,0.04,-0.05,17.76,-3.60,14.83,-15.97,367.36,-439.53,180
-0.89,0.12,-0.17,6.41,-2.75,13.73,370.96,703.54,-199.21,-0.98,0.07,-0.08,9.64,-2.87,8.54,-8.87,381.55,-432.69,180
-0.92,0.14,-0.16,-0.06,-1.59,5.80,369.13,694.40,-211.55,-0.99,0.09,-0.08,11.23,-0.31,17.03,-1.77,370.91,-419.01,180
-0.91,0.17,-0.17,-0.12,-1.28,15.38,361.82,709.02,-204.50,-1.06,0.13,-0.10,8.79,-4.39,11.96,-7.10,372.68,-403.62,180
-0.88,0.19,-0.16,0.61,-1.46,12.39,356.34,703.54,-213.32,-0.99,0.15,-0.06,4.27,-0.24,15.87,-15.97,374.45,-432.69,180
-0.93,0.22,-0.18,2.26,1.71,13.73,372.79,723.64,-204.50,-1.03,0.17,-0.02,4.64,4.21,25.70,-15.97,381.55,-429.27,180
-0.87,0.25,-0.16,2.99,2.93,25.82,345.37,714.51,-202.74,-0.99,0.21,-0.08,0.49,1.40,28.50,-23.07,392.20,-429.27,180
-0.80,0.30,-0.16,-2.87,-1.10,28.87,330.76,732.78,-213.32,-1.02,0.28,-0.07,6.41,0.24,39.18,-40.82,392.20,-436.11,180
-0.83,0.37,-0.17,0.85,-1.89,39.92,343.55,760.19,-208.03,-0.90,0.35,-0.13,3.91,8.00,38.45,-42.59,390.43,-437.82,180
-0.89,0.41,-0.18,-2.50,7.45,35.16,328.93,738.26,-232.71,-0.93,0.39,0.00,9.40,0.18,39.12,-47.92,406.40,-432.69,180
-0.85,0.49,-0.18,4.21,0.06,37.35,325.27,760.19,-208.03,-0.96,0.48,-0.03,5.19,-1.59,43.21,-62.11,399.30,-425.85,180
-0.84,0.57,-0.17,4.39,-2.93,42.11,305.17,769.33,-227.42,-0.88,0.54,-0.17,4.46,-1.71,39.55,-67.44,411.72,-444.66,180
-0.81,0.62,-0.15,0.18,-5.00,36.80,296.04,774.81,-208.03,-0.80,0.60,-0.18,8.36,2.08,26.00,-86.96,427.70,-429.27,180
-0.78,0.65,-0.16,-3.11,1.65,22.03,281.42,785.77,-222.13,-0.87,0.61,-0.05,6.47,1.65,14.95,-79.86,427.70,-449.79,180
-0.66,0.66,-0.19,-1.40,3.11,15.93,286.90,780.29,-238.00,-0.75,0.63,-0.10,5.19,3.36,17.76,-85.18,422.37,-441.24,180
-0.68,0.70,-0.19,-6.65,3.48,14.95,264.97,794.91,-238.00,-0.79,0.64,-0.14,8.79,5.13,20.51,-97.61,413.50,-456.63,180
-0.65,0.70,-0.17,-4.21,5.19,19.71,246.70,805.87,-234.47,-0.81,0.67,-0.14,13.18,-0.06,13.18,-101.16,417.05,-453.21,180
-0.66,0.74,-0.18,1.65,0.67,12.57,243.04,802.22,-248.58,-0.73,0.68,-0.07,10.93,6.23,10.25,-113.58,425.92,-458.34,180
-0.70,0.75,-0.20,2.38,6.47,7.63,226.60,796.74,-246.81,-0.72,0.70,-0.07,6.35,2.08,5.25,-106.48,404.62,-454.92,180
-0.66,0.76,-0.21,-2.26,3.23,2.69,226.60,804.05,-250.34,-0.74,0.70,-0.16,10.38,-2.44,12.21,-106.48,418.82,-454.92,180
-0.61,0.76,-0.20,-0.79,-1.28,11.11,228.42,802.22,-245.05,-0.74,0.73,-0.15,9.58,-3.85,15.99,-118.90,413.50,-456.63,180
-0.64,0.79,-0.19,-0.37,-4.58,14.22,237.56,789.43,-239.76,-0.71,0.73,-0.18,8.91,1.53,4.64,-126.00,417.05,-449.79,180
-0.62,0.78,-0.20,-1.95,2.20,3.36,221.11,805.87,-230.95,-0.71,0.74,-0.18,11.35,4.52,0.49,-127.78,408.17,-451.50,180
-0.61,0.79,-0.20,2.26,6.04,-0.79,215.63,793.08,-246.81,-0.71,0.73,-0.17,12.63,4.09,-4.33,-115.35,402.85,-463.48,180
-0.59,0.79,-0.21,2.14,6.04,-5.49,222.94,785.77,-239.76,-0.71,0.72,-0.24,14.10,6.16,-4.94,-117.13,411.72,-451.50,180
-0.59,0.79,-0.23,3.11,8.85,-5.62,239.39,791.26,-273.26,-0.72,0.73,-0.26,19.78,8.48,-5.55,-104.71,388.65,-456.63,180
-0.63,0.79,-0.25,7.75,11.11,-6.59,230.25,800.39,-260.92,-0.75,0.70,-0.23,17.40,17.76,-11.60,-106.48,386.88,-461.77,180
-0.62,0.76,-0.28,10.01,21.61,-11.17,248.52,767.50,-278.55,-0.77,0.68,-0.25,14.77,9.52,-8.97,-95.83,383.33,-475.45,180
-0.58,0.75,-0.31,10.93,11.78,-9.46,257.66,758.36,-276.78,-0.67,0.65,-0.15,12.63,-5.31,0.24,-86.96,381.55,-460.05,180
-0.57,0.73,-0.25,5.68,-4.03,-1.71,259.49,745.57,-260.92,-0.75,0.65,-0.22,14.65,-2.14,4.03,-90.51,367.36,-470.32,180
-0.62,0.73,-0.33,1.95,-1.77,2.87,259.49,760.19,-257.39,-0.78,0.69,-0.34,10.56,11.90,-1.65,-67.44,362.03,-461.77,180
-0.63,0.78,-0.33,3.36,12.45,-1.59,270.45,752.88,-260.92,-0.77,0.71,-0.29,10.99,7.26,5.62,-78.09,369.13,-458.34,180
-0.64,0.79,-0.38,5.74,8.12,4.82,272.28,758.36,-262.68,-0.78,0.72,-0.32,8.97,6.41,5.31,-72.76,367.36,-466.90,180
-0.64,0.79,-0.39,7.69,7.20,4.58,279.59,740.09,-248.58,-0.80,0.67,-0.37,18.98,9.70,-4.88,-55.01,360.26,-439.53,180
-0.62,0.76,-0.40,18.43,10.86,-5.62,286.90,721.82,-259.15,-0.74,0.61,-0.35,36.62,21.18,-11.78,-42.59,344.29,-451.50,180
-0.60,0.71,-0.45,29.97,22.16,-12.63,296.04,701.71,-267.97,-0.71,0.59,-0.42,33.08,11.96,-3.91,-26.62,335.41,-449.79,180
-0.59,0.68,-0.45,22.34,13.92,-5.07,323.45,699.89,-252.10,-0.70,0.56,-0.54,39.37,10.07,-2.26,-15.97,317.67,-439.53,180
-0.61,0.66,-0.50,26.86,11.60,-3.72,330.76,681.61,-248.58,-0.74,0.55,-0.55,39.43,11.84,-3.11,-12.42,328.31,-436.11,180
-0.59,0.67,-0.61,27.34,11.72,-4.70,336.24,672.48,-243.29,-0.74,0.48,-0.62,43.88,12.94,0.98,17.75,301.69,-413.88,180
-0.57,0.61,-0.65,29.24,12.70,-0.67,350.86,668.82,-232.71,-0.69,0.47,-0.66,50.11,17.52,5.19,35.49,312.34,-407.04,180
-0.60,0.62,-0.71,36.68,16.42,4.21,383.75,657.86,-211.55,-0.65,0.43,-0.68,48.10,21.73,2.93,49.69,291.05,-386.51,180
-0.57,0.57,-0.71,33.14,21.36,2.50,387.40,632.27,-204.50,-0.62,0.35,-0.78,49.93,22.89,7.93,76.31,257.33,-388.22,180
-0.51,0.51,-0.77,31.49,22.28,8.67,400.20,623.14,-188.64,-0.58,0.38,-0.85,40.71,16.30,11.29,81.63,262.65,-365.99,180
-0.58,0.56,-0.84,26.92,15.08,10.68,403.85,604.86,-185.11,-0.55,0.25,-0.92,57.56,22.34,9.22,113.58,241.35,-355.73,180
-0.39,0.48,-0.97,24.41,19.47,11.78,418.47,608.52,-156.90,-0.47,0.29,-0.87,41.75,5.74,14.34,117.13,248.45,-321.53,180
-0.47,0.51,-0.90,35.16,3.17,11.17,434.92,599.38,-137.51,-0.48,0.22,-1.01,9.09,-0.31,10.07,131.33,241.35,-328.37,180
-0.53,0.40,-0.87,20.20,2.32,7.08,447.71,579.28,-128.70,-0.49,0.22,-0.75,34.24,0.55,0.12,122.45,260.88,-316.39,180
-0.52,0.41,-0.96,14.04,3.60,-1.77,447.71,575.62,-125.17,-0.47,0.17,-0.78,17.82,10.44,-11.66,120.68,241.35,-324.95,180
-0.37,0.37,-0.95,22.71,12.94,-12.51,458.67,579.28,-107.54,-0.40,0.14,-0.92,14.59,7.75,-10.01,117.13,223.61,-314.68,180
-0.46,0.33,-1.02,5.49,11.96,-12.08,445.88,584.76,-105.78,-0.42,0.12,-0.78,40.28,7.32,-9.83,131.33,230.71,-301.00,180
-0.44,0.29,-1.06,11.41,12.08,-10.01,473.29,564.66,-96.96,-0.58,0.10,-1.10,30.46,15.20,-11.66,127.78,205.86,-290.74,180
-0.33,0.25,-1.05,15.75,20.20,-10.62,465.98,564.66,-79.33,-0.45,0.05,-0.98,27.10,14.28,-9.28,138.42,184.57,-283.90,180
-0.41,0.23,-1.06,23.68,16.36,-9.58,482.43,544.56,-95.20,-0.35,0.03,-0.91,18.55,1.16,-2.99,149.07,198.76,-259.96,180
-0.42,0.20,-1.04,5.92,3.11,-4.27,478.77,544.56,-84.62,-0.41,-0.02,-0.94,22.28,15.69,-6.41,136.65,193.44,-261.67,180
